Area,Items,Time,Change(%)
All Japan,Salted cod roe,1996,-2.8
All Japan,"""Shirasu-boshi"", dried young sardines",1996,0.6
All Japan,Dried horse mackerel,1996,4.8
All Japan,"""Niboshi"", dried small sardines",1996,2.7
All Japan,Capelin,1996,-2.4
All Japan,Fish-paste products,1996,-0.7
All Japan,"""Agekamaboko"", fried fish-paste patties",1996,-0.9
All Japan,"""Chikuwa"", baked fish-paste bars",1996,-1.3
All Japan,"""Kamaboko"", steamed fish-paste cakes",1996,-0.3
All Japan,Other processed fish & seafood,1996,0.2
All Japan,Dried bonito fillets,1996,0.2
All Japan,Pickled fish,1996,-0.2
All Japan,Fish prepared in soy sauce,1996,2.7
All Japan,Canned fish,1996,-0.5
All Japan,Fish & seafood,1995,-1.3
All Japan,Fresh fish & seafood,1995,-1.4
All Japan,Tuna fish,1995,-0.8
All Japan,Horse mackerel,1995,-1.3
All Japan,Sardines,1995,15.3
All Japan,Bonito,1995,-4.8
All Japan,Salmon,1995,-4.6
All Japan,Mackerel,1995,3.3
All Japan,Saury,1995,6.9
All Japan,Sea bream,1995,-1.8
All Japan,Yellowtail,1995,-11.7
All Japan,Cuttlefish,1995,0.7
All Japan,Octopus,1995,0.3
All Japan,Prawns,1995,-1.1
All Japan,Short-necked clams,1995,0.6
All Japan,Oysters,1995,0.0
All Japan,Scallops,1995,-2.3
All Japan,Salted & dried fish,1995,-1.8
All Japan,Salted salmon,1995,-2.8
All Japan,Salted cod roe,1995,-3.0
All Japan,"""Shirasu-boshi"", dried young sardines",1995,-1.1
All Japan,Dried horse mackerel,1995,0.0
All Japan,"""Niboshi"", dried small sardines",1995,2.5
All Japan,Capelin,1995,-1.2
All Japan,Fish-paste products,1995,-1.1
All Japan,"""Agekamaboko"", fried fish-paste patties",1995,-2.7
All Japan,"""Chikuwa"", baked fish-paste bars",1995,-0.8
All Japan,"""Kamaboko"", steamed fish-paste cakes",1995,-0.5
All Japan,Other processed fish & seafood,1995,-0.1
All Japan,Dried bonito fillets,1995,0.5
All Japan,Pickled fish,1995,0.3
All Japan,Fish prepared in soy sauce,1995,1.2
All Japan,Canned fish,1995,-0.8
All Japan,Fish & seafood,1994,-1.7
All Japan,Fresh fish & seafood,1994,-1.4
All Japan,Tuna fish,1994,-0.3
All Japan,Horse mackerel,1994,-7.0
All Japan,Sardines,1994,-0.9
All Japan,Bonito,1994,6.2
All Japan,Salmon,1994,-6.4
All Japan,Mackerel,1994,-13.0
All Japan,Saury,1994,-1.7
All Japan,Sea bream,1994,-1.2
All Japan,Yellowtail,1994,-0.1
All Japan,Cuttlefish,1994,2.9
All Japan,Octopus,1994,-4.4
All Japan,Prawns,1994,-1.6
All Japan,Short-necked clams,1994,-0.6
All Japan,Oysters,1994,0.6
All Japan,Scallops,1994,-2.9
All Japan,Salted & dried fish,1994,-3.5
All Japan,Salted salmon,1994,-8.2
All Japan,Salted cod roe,1994,-3.0
All Japan,"""Shirasu-boshi"", dried young sardines",1994,5.4
All Japan,Dried horse mackerel,1994,-3.4
All Japan,"""Niboshi"", dried small sardines",1994,-0.4
All Japan,Capelin,1994,5.0
All Japan,Fish-paste products,1994,-1.0
All Japan,"""Agekamaboko"", fried fish-paste patties",1994,-2.0
All Japan,"""Chikuwa"", baked fish-paste bars",1994,-1.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1994,0.0
All Japan,Other processed fish & seafood,1994,-0.3
All Japan,Dried bonito fillets,1994,1.1
All Japan,Pickled fish,1994,0.4
All Japan,Fish prepared in soy sauce,1994,-0.4
All Japan,Canned fish,1994,-1.7
All Japan,Fish & seafood,1993,-0.6
All Japan,Fresh fish & seafood,1993,-1.5
All Japan,Tuna fish,1993,1.5
All Japan,Horse mackerel,1993,-0.4
All Japan,Sardines,1993,-0.6
All Japan,Bonito,1993,-13.0
All Japan,Salmon,1993,-5.4
All Japan,Mackerel,1993,-1.9
All Japan,Saury,1993,1.0
All Japan,Sea bream,1993,-4.1
All Japan,Yellowtail,1993,2.9
All Japan,Cuttlefish,1993,-1.6
All Japan,Octopus,1993,-4.0
All Japan,Prawns,1993,-2.1
All Japan,Short-necked clams,1993,1.0
All Japan,Oysters,1993,0.6
All Japan,Scallops,1993,-8.3
All Japan,Salted & dried fish,1993,0.6
All Japan,Salted salmon,1993,-2.7
All Japan,Salted cod roe,1993,4.0
All Japan,"""Shirasu-boshi"", dried young sardines",1993,4.3
All Japan,Dried horse mackerel,1993,-4.2
All Japan,"""Niboshi"", dried small sardines",1993,0.7
All Japan,Capelin,1993,10.5
All Japan,Fish-paste products,1993,1.3
All Japan,"""Agekamaboko"", fried fish-paste patties",1993,0.5
All Japan,"""Chikuwa"", baked fish-paste bars",1993,1.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1993,1.8
All Japan,Other processed fish & seafood,1993,-0.3
All Japan,Dried bonito fillets,1993,1.0
All Japan,Pickled fish,1993,-1.3
All Japan,Fish prepared in soy sauce,1993,1.2
All Japan,Canned fish,1993,-0.3
All Japan,Fish & seafood,1992,1.6
All Japan,Fresh fish & seafood,1992,-1.5
All Japan,Tuna fish,1992,0.7
All Japan,Horse mackerel,1992,-8.0
All Japan,Sardines,1992,-1.6
All Japan,Bonito,1992,9.7
All Japan,Salmon,1992,3.5
All Japan,Mackerel,1992,4.0
All Japan,Saury,1992,-8.3
All Japan,Sea bream,1992,-2.0
All Japan,Yellowtail,1992,4.4
All Japan,Cuttlefish,1992,-10.9
All Japan,Octopus,1992,0.2
All Japan,Prawns,1992,-2.5
All Japan,Short-necked clams,1992,3.2
All Japan,Oysters,1992,3.4
All Japan,Scallops,1992,-3.7
All Japan,Salted & dried fish,1992,2.5
All Japan,Salted salmon,1992,-1.4
All Japan,Salted cod roe,1992,8.6
All Japan,"""Shirasu-boshi"", dried young sardines",1992,-2.9
All Japan,Dried horse mackerel,1992,-0.8
All Japan,"""Niboshi"", dried small sardines",1992,4.5
All Japan,Capelin,1992,6.9
All Japan,Fish-paste products,1992,14.9
All Japan,"""Agekamaboko"", fried fish-paste patties",1992,14.7
All Japan,"""Chikuwa"", baked fish-paste bars",1992,15.9
All Japan,"""Kamaboko"", steamed fish-paste cakes",1992,15.0
All Japan,Other processed fish & seafood,1992,3.4
All Japan,Dried bonito fillets,1992,1.1
All Japan,Pickled fish,1992,5.6
All Japan,Fish prepared in soy sauce,1992,4.1
All Japan,Canned fish,1992,1.3
All Japan,Fish & seafood,1991,4.0
All Japan,Fresh fish & seafood,1991,2.6
All Japan,Tuna fish,1991,1.5
All Japan,Horse mackerel,1991,2.9
All Japan,Sardines,1991,15.5
All Japan,Bonito,1991,-10.0
All Japan,Salmon,1991,-3.2
All Japan,Mackerel,1991,30.8
All Japan,Saury,1991,-3.3
All Japan,Sea bream,1991,-1.5
All Japan,Yellowtail,1991,3.4
All Japan,Cuttlefish,1991,2.3
All Japan,Octopus,1991,6.0
All Japan,Prawns,1991,0.5
All Japan,Short-necked clams,1991,3.9
All Japan,Oysters,1991,16.2
All Japan,Scallops,1991,5.7
All Japan,Salted & dried fish,1991,2.5
All Japan,Salted salmon,1991,-2.4
All Japan,Salted cod roe,1991,4.9
All Japan,"""Shirasu-boshi"", dried young sardines",1991,6.4
All Japan,Dried horse mackerel,1991,6.0
All Japan,"""Niboshi"", dried small sardines",1991,8.4
All Japan,Capelin,1991,1.7
All Japan,Fish-paste products,1991,13.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1991,14.6
All Japan,"""Chikuwa"", baked fish-paste bars",1991,14.3
All Japan,"""Kamaboko"", steamed fish-paste cakes",1991,13.6
All Japan,Other processed fish & seafood,1991,5.8
All Japan,Dried bonito fillets,1991,1.4
All Japan,Pickled fish,1991,5.9
All Japan,Fish prepared in soy sauce,1991,6.1
All Japan,Canned fish,1991,9.2
All Japan,Fish & seafood,1990,3.6
All Japan,Fresh fish & seafood,1990,5.1
All Japan,Tuna fish,1990,4.9
All Japan,Horse mackerel,1990,6.7
All Japan,Sardines,1990,9.5
All Japan,Bonito,1990,22.7
All Japan,Salmon,1990,-1.6
All Japan,Mackerel,1990,11.6
All Japan,Saury,1990,14.2
All Japan,Sea bream,1990,2.0
All Japan,Yellowtail,1990,-1.5
All Japan,Cuttlefish,1990,5.8
All Japan,Octopus,1990,3.2
All Japan,Prawns,1990,-1.4
All Japan,Short-necked clams,1990,5.1
All Japan,Oysters,1990,16.5
All Japan,Scallops,1990,4.6
All Japan,Salted & dried fish,1990,1.2
All Japan,Salted salmon,1990,-1.2
All Japan,Salted cod roe,1990,2.2
All Japan,"""Shirasu-boshi"", dried young sardines",1990,7.4
All Japan,Dried horse mackerel,1990,4.8
All Japan,"""Niboshi"", dried small sardines",1990,2.5
All Japan,Capelin,1990,
All Japan,Fish-paste products,1990,2.5
All Japan,"""Agekamaboko"", fried fish-paste patties",1990,2.5
All Japan,"""Chikuwa"", baked fish-paste bars",1990,1.9
All Japan,"""Kamaboko"", steamed fish-paste cakes",1990,2.7
All Japan,Other processed fish & seafood,1990,1.9
All Japan,Dried bonito fillets,1990,1.4
All Japan,Pickled fish,1990,
All Japan,Fish prepared in soy sauce,1990,
All Japan,Canned fish,1990,3.9
All Japan,Fish & seafood,1989,1.7
All Japan,Fresh fish & seafood,1989,0.5
All Japan,Tuna fish,1989,5.5
All Japan,Horse mackerel,1989,-1.3
All Japan,Sardines,1989,2.6
All Japan,Bonito,1989,10.5
All Japan,Salmon,1989,-1.5
All Japan,Mackerel,1989,-4.8
All Japan,Saury,1989,-18.4
All Japan,Sea bream,1989,2.8
All Japan,Yellowtail,1989,6.0
All Japan,Cuttlefish,1989,-7.4
All Japan,Octopus,1989,3.2
All Japan,Prawns,1989,-3.2
All Japan,Short-necked clams,1989,3.4
All Japan,Oysters,1989,8.7
All Japan,Scallops,1989,-3.5
All Japan,Salted & dried fish,1989,4.0
All Japan,Salted salmon,1989,4.0
All Japan,Salted cod roe,1989,10.4
All Japan,"""Shirasu-boshi"", dried young sardines",1989,-2.6
All Japan,Dried horse mackerel,1989,-4.8
All Japan,"""Niboshi"", dried small sardines",1989,5.8
All Japan,Fish-paste products,1989,1.6
All Japan,"""Agekamaboko"", fried fish-paste patties",1989,1.4
All Japan,"""Chikuwa"", baked fish-paste bars",1989,1.4
All Japan,"""Kamaboko"", steamed fish-paste cakes",1989,1.9
All Japan,Other processed fish & seafood,1989,3.2
All Japan,Dried bonito fillets,1989,2.6
All Japan,Canned fish,1989,2.4
All Japan,Fish & seafood,1988,-0.8
All Japan,Fresh fish & seafood,1988,-3.3
All Japan,Tuna fish,1988,-0.4
All Japan,Horse mackerel,1988,-9.3
All Japan,Sardines,1988,2.7
All Japan,Bonito,1988,-3.6
All Japan,Salmon,1988,8.6
All Japan,Mackerel,1988,2.4
All Japan,Saury,1988,-13.3
All Japan,Sea bream,1988,-1.6
All Japan,Yellowtail,1988,1.0
All Japan,Cuttlefish,1988,-12.6
All Japan,Octopus,1988,0.5
All Japan,Prawns,1988,-7.2
All Japan,Short-necked clams,1988,1.8
All Japan,Oysters,1988,3.6
All Japan,Scallops,1988,-0.7
All Japan,Salted & dried fish,1988,4.2
All Japan,Salted salmon,1988,5.9
All Japan,Salted cod roe,1988,0.5
All Japan,"""Shirasu-boshi"", dried young sardines",1988,22.7
All Japan,Dried horse mackerel,1988,-4.1
All Japan,"""Niboshi"", dried small sardines",1988,11.3
All Japan,Fish-paste products,1988,0.4
All Japan,"""Agekamaboko"", fried fish-paste patties",1988,-0.4
All Japan,"""Chikuwa"", baked fish-paste bars",1988,0.2
All Japan,"""Kamaboko"", steamed fish-paste cakes",1988,1.0
All Japan,Other processed fish & seafood,1988,1.3
All Japan,Dried bonito fillets,1988,0.6
All Japan,Canned fish,1988,2.5
All Japan,Fish & seafood,1987,-1.6
All Japan,Fresh fish & seafood,1987,-2.8
All Japan,Tuna fish,1987,-1.0
All Japan,Horse mackerel,1987,-1.5
All Japan,Sardines,1987,2.4
All Japan,Bonito,1987,10.0
All Japan,Salmon,1987,-0.7
All Japan,Mackerel,1987,2.7
All Japan,Saury,1987,8.2
All Japan,Sea bream,1987,-1.9
All Japan,Yellowtail,1987,-10.3
All Japan,Cuttlefish,1987,-7.6
All Japan,Octopus,1987,-2.3
All Japan,Prawns,1987,-8.8
All Japan,Short-necked clams,1987,1.5
All Japan,Oysters,1987,-5.4
All Japan,Scallops,1987,-1.3
All Japan,Salted & dried fish,1987,-1.6
All Japan,Salted salmon,1987,-2.9
All Japan,Salted cod roe,1987,-3.6
All Japan,"""Shirasu-boshi"", dried young sardines",1987,4.6
All Japan,Dried horse mackerel,1987,-0.7
All Japan,"""Niboshi"", dried small sardines",1987,1.3
All Japan,Fish-paste products,1987,2.4
All Japan,"""Agekamaboko"", fried fish-paste patties",1987,1.9
All Japan,"""Chikuwa"", baked fish-paste bars",1987,2.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1987,3.1
All Japan,Other processed fish & seafood,1987,1.1
All Japan,Dried bonito fillets,1987,-0.5
All Japan,Canned fish,1987,2.7
All Japan,Fish & seafood,1986,1.2
All Japan,Fresh fish & seafood,1986,0.9
All Japan,Tuna fish,1986,-3.9
All Japan,Horse mackerel,1986,-1.9
All Japan,Sardines,1986,-0.2
All Japan,Bonito,1986,-9.6
All Japan,Salmon,1986,-5.1
All Japan,Mackerel,1986,2.4
All Japan,Saury,1986,32.4
All Japan,Sea bream,1986,-1.7
All Japan,Yellowtail,1986,2.7
All Japan,Cuttlefish,1986,10.6
All Japan,Octopus,1986,6.9
All Japan,Prawns,1986,-6.6
All Japan,Short-necked clams,1986,1.7
All Japan,Oysters,1986,-1.8
All Japan,Scallops,1986,-4.0
All Japan,Salted & dried fish,1986,-0.9
All Japan,Salted salmon,1986,-2.5
All Japan,Salted cod roe,1986,2.8
All Japan,"""Shirasu-boshi"", dried young sardines",1986,-3.9
All Japan,Dried horse mackerel,1986,-4.2
All Japan,"""Niboshi"", dried small sardines",1986,0.4
All Japan,Fish-paste products,1986,7.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1986,7.7
All Japan,"""Chikuwa"", baked fish-paste bars",1986,8.9
All Japan,"""Kamaboko"", steamed fish-paste cakes",1986,8.8
All Japan,Other processed fish & seafood,1986,0.8
All Japan,Dried bonito fillets,1986,-0.2
All Japan,Canned fish,1986,0.1
All Japan,Fish & seafood,1985,2.4
All Japan,Fresh fish & seafood,1985,2.3
All Japan,Tuna fish,1985,4.4
All Japan,Horse mackerel,1985,-4.4
All Japan,Sardines,1985,3.7
All Japan,Bonito,1985,17.5
All Japan,Salmon,1985,4.3
All Japan,Mackerel,1985,1.8
All Japan,Saury,1985,-9.7
All Japan,Sea bream,1985,0.8
All Japan,Yellowtail,1985,0.4
All Japan,Cuttlefish,1985,8.6
All Japan,Octopus,1985,0.5
All Japan,Prawns,1985,-2.8
All Japan,Short-necked clams,1985,-1.5
All Japan,Oysters,1985,2.8
All Japan,Scallops,1985,1.9
All Japan,Salted & dried fish,1985,4.0
All Japan,Salted salmon,1985,7.9
All Japan,Salted cod roe,1985,-0.8
All Japan,"""Shirasu-boshi"", dried young sardines",1985,2.6
All Japan,Dried horse mackerel,1985,1.9
All Japan,"""Niboshi"", dried small sardines",1985,-0.1
All Japan,Fish-paste products,1985,1.5
All Japan,"""Agekamaboko"", fried fish-paste patties",1985,1.1
All Japan,"""Chikuwa"", baked fish-paste bars",1985,1.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",1985,2.2
All Japan,Other processed fish & seafood,1985,0.3
All Japan,Dried bonito fillets,1985,0.6
All Japan,Canned fish,1985,
All Japan,Fish & seafood,1984,0.1
All Japan,Fresh fish & seafood,1984,0.4
All Japan,Tuna fish,1984,1.9
All Japan,Horse mackerel,1984,8.7
All Japan,Sardines,1984,0.0
All Japan,Bonito,1984,-12.0
All Japan,Salmon,1984,-2.9
All Japan,Mackerel,1984,3.2
All Japan,Saury,1984,-14.7
All Japan,Sea bream,1984,0.1
All Japan,Yellowtail,1984,3.1
All Japan,Cuttlefish,1984,2.2
All Japan,Octopus,1984,0.4
All Japan,Prawns,1984,-3.7
All Japan,Short-necked clams,1984,9.1
All Japan,Oysters,1984,-3.4
All Japan,Scallops,1984,3.0
All Japan,Salted & dried fish,1984,-1.1
All Japan,Salted salmon,1984,-2.8
All Japan,Salted cod roe,1984,-3.8
All Japan,"""Shirasu-boshi"", dried young sardines",1984,-6.5
All Japan,Dried horse mackerel,1984,3.3
All Japan,"""Niboshi"", dried small sardines",1984,6.8
All Japan,Fish-paste products,1984,0.9
All Japan,"""Agekamaboko"", fried fish-paste patties",1984,0.9
All Japan,"""Chikuwa"", baked fish-paste bars",1984,0.6
All Japan,"""Kamaboko"", steamed fish-paste cakes",1984,1.2
All Japan,Other processed fish & seafood,1984,0.6
All Japan,Dried bonito fillets,1984,0.8
All Japan,Fish & seafood,1983,0.2
All Japan,Fresh fish & seafood,1983,-0.5
All Japan,Tuna fish,1983,-4.0
All Japan,Horse mackerel,1983,-8.2
All Japan,Sardines,1983,7.5
All Japan,Bonito,1983,-3.8
All Japan,Salmon,1983,-6.6
All Japan,Mackerel,1983,3.0
All Japan,Saury,1983,-28.1
All Japan,Sea bream,1983,-1.7
All Japan,Yellowtail,1983,-5.5
All Japan,Cuttlefish,1983,0.4
All Japan,Octopus,1983,2.5
All Japan,Prawns,1983,11.7
All Japan,Short-necked clams,1983,8.7
All Japan,Oysters,1983,1.8
All Japan,Scallops,1983,1.0
All Japan,Salted & dried fish,1983,-0.9
All Japan,Salted salmon,1983,-3.1
All Japan,Salted cod roe,1983,-1.1
All Japan,"""Shirasu-boshi"", dried young sardines",1983,-5.0
All Japan,Dried horse mackerel,1983,-5.7
All Japan,"""Niboshi"", dried small sardines",1983,8.2
All Japan,Fish-paste products,1983,1.1
All Japan,"""Agekamaboko"", fried fish-paste patties",1983,2.2
All Japan,"""Chikuwa"", baked fish-paste bars",1983,0.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1983,0.9
All Japan,Other processed fish & seafood,1983,4.4
All Japan,Dried bonito fillets,1983,1.2
All Japan,Fish & seafood,1982,6.3
All Japan,Fresh fish & seafood,1982,7.9
All Japan,Tuna fish,1982,9.0
All Japan,Horse mackerel,1982,-5.6
All Japan,Sardines,1982,3.7
All Japan,Bonito,1982,0.2
All Japan,Salmon,1982,2.9
All Japan,Mackerel,1982,28.1
All Japan,Saury,1982,43.3
All Japan,Sea bream,1982,0.7
All Japan,Yellowtail,1982,5.1
All Japan,Cuttlefish,1982,14.0
All Japan,Octopus,1982,-9.1
All Japan,Prawns,1982,11.2
All Japan,Short-necked clams,1982,-3.3
All Japan,Oysters,1982,2.0
All Japan,Scallops,1982,-3.8
All Japan,Salted & dried fish,1982,4.0
All Japan,Salted salmon,1982,3.6
All Japan,Salted cod roe,1982,3.7
All Japan,"""Shirasu-boshi"", dried young sardines",1982,7.2
All Japan,Dried horse mackerel,1982,3.0
All Japan,"""Niboshi"", dried small sardines",1982,4.4
All Japan,Fish-paste products,1982,1.2
All Japan,"""Agekamaboko"", fried fish-paste patties",1982,2.4
All Japan,"""Chikuwa"", baked fish-paste bars",1982,0.8
All Japan,"""Kamaboko"", steamed fish-paste cakes",1982,0.8
All Japan,Other processed fish & seafood,1982,6.5
All Japan,Dried bonito fillets,1982,2.0
All Japan,Fish & seafood,1981,3.7
All Japan,Fresh fish & seafood,1981,2.8
All Japan,Tuna fish,1981,1.1
All Japan,Horse mackerel,1981,13.6
All Japan,Sardines,1981,8.6
All Japan,Bonito,1981,18.0
All Japan,Salmon,1981,4.2
All Japan,Mackerel,1981,10.6
All Japan,Saury,1981,29.7
All Japan,Sea bream,1981,-0.2
All Japan,Yellowtail,1981,4.8
All Japan,Cuttlefish,1981,-0.2
All Japan,Octopus,1981,-12.9
All Japan,Prawns,1981,-3.1
All Japan,Short-necked clams,1981,3.1
All Japan,Oysters,1981,0.3
All Japan,Scallops,1981,4.6
All Japan,Salted & dried fish,1981,4.2
All Japan,Salted salmon,1981,4.4
All Japan,Salted cod roe,1981,1.4
All Japan,"""Shirasu-boshi"", dried young sardines",1981,8.0
All Japan,Dried horse mackerel,1981,15.9
All Japan,"""Niboshi"", dried small sardines",1981,0.4
All Japan,Fish-paste products,1981,6.7
All Japan,"""Agekamaboko"", fried fish-paste patties",1981,7.5
All Japan,"""Chikuwa"", baked fish-paste bars",1981,6.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1981,4.4
All Japan,Other processed fish & seafood,1981,5.1
All Japan,Dried bonito fillets,1981,7.2
All Japan,Fish & seafood,1980,2.8
All Japan,Fresh fish & seafood,1980,5.3
All Japan,Tuna fish,1980,9.3
All Japan,Horse mackerel,1980,6.6
All Japan,Sardines,1980,6.3
All Japan,Bonito,1980,13.7
All Japan,Salmon,1980,-6.9
All Japan,Mackerel,1980,8.6
All Japan,Saury,1980,6.5
All Japan,Sea bream,1980,2.5
All Japan,Yellowtail,1980,6.0
All Japan,Cuttlefish,1980,-7.8
All Japan,Octopus,1980,35.2
All Japan,Prawns,1980,2.3
All Japan,Short-necked clams,1980,21.7
All Japan,Oysters,1980,4.7
All Japan,Scallops,1980,
All Japan,Salted & dried fish,1980,-5.5
All Japan,Salted salmon,1980,-8.8
All Japan,Salted cod roe,1980,-7.7
All Japan,"""Shirasu-boshi"", dried young sardines",1980,-8.7
All Japan,Dried horse mackerel,1980,
All Japan,"""Niboshi"", dried small sardines",1980,3.0
All Japan,Fish-paste products,1980,6.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1980,8.0
All Japan,"""Chikuwa"", baked fish-paste bars",1980,6.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",1980,6.4
All Japan,Other processed fish & seafood,1980,6.2
All Japan,Dried bonito fillets,1980,7.4
All Japan,Fish & seafood,1979,3.9
All Japan,Fresh fish & seafood,1979,4.3
All Japan,Tuna fish,1979,7.7
All Japan,Horse mackerel,1979,6.0
All Japan,Sardines,1979,2.0
All Japan,Bonito,1979,11.7
All Japan,Salmon,1979,2.4
All Japan,Mackerel,1979,6.4
All Japan,Saury,1979,-24.2
All Japan,Sea bream,1979,2.7
All Japan,Yellowtail,1979,-6.6
All Japan,Cuttlefish,1979,5.5
All Japan,Octopus,1979,16.7
All Japan,Prawns,1979,4.8
All Japan,Short-necked clams,1979,12.0
All Japan,Oysters,1979,3.3
All Japan,Salted & dried fish,1979,5.8
All Japan,Salted salmon,1979,5.1
All Japan,Salted cod roe,1979,12.3
All Japan,"""Shirasu-boshi"", dried young sardines",1979,-0.6
All Japan,"""Niboshi"", dried small sardines",1979,4.5
All Japan,Fish-paste products,1979,1.6
All Japan,"""Agekamaboko"", fried fish-paste patties",1979,1.4
All Japan,"""Chikuwa"", baked fish-paste bars",1979,1.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1979,1.7
All Japan,Other processed fish & seafood,1979,-3.0
All Japan,Dried bonito fillets,1979,-1.2
All Japan,Fish & seafood,1978,7.6
All Japan,Fresh fish & seafood,1978,2.3
All Japan,Tuna fish,1978,-3.3
All Japan,Horse mackerel,1978,8.1
All Japan,Sardines,1978,-5.2
All Japan,Bonito,1978,-18.0
All Japan,Salmon,1978,11.0
All Japan,Mackerel,1978,-5.9
All Japan,Saury,1978,-21.1
All Japan,Sea bream,1978,3.9
All Japan,Yellowtail,1978,2.4
All Japan,Cuttlefish,1978,9.4
All Japan,Octopus,1978,-0.4
All Japan,Prawns,1978,2.6
All Japan,Short-necked clams,1978,16.5
All Japan,Oysters,1978,-3.9
All Japan,Salted & dried fish,1978,19.3
All Japan,Salted salmon,1978,12.7
All Japan,Salted cod roe,1978,51.5
All Japan,"""Shirasu-boshi"", dried young sardines",1978,22.5
All Japan,"""Niboshi"", dried small sardines",1978,3.5
All Japan,Fish-paste products,1978,15.1
All Japan,"""Agekamaboko"", fried fish-paste patties",1978,16.4
All Japan,"""Chikuwa"", baked fish-paste bars",1978,20.1
All Japan,"""Kamaboko"", steamed fish-paste cakes",1978,12.0
All Japan,Other processed fish & seafood,1978,6.4
All Japan,Dried bonito fillets,1978,7.8
All Japan,Fish & seafood,1977,18.8
All Japan,Fresh fish & seafood,1977,18.1
All Japan,Tuna fish,1977,10.1
All Japan,Horse mackerel,1977,47.3
All Japan,Sardines,1977,9.3
All Japan,Bonito,1977,25.0
All Japan,Salmon,1977,24.5
All Japan,Mackerel,1977,11.9
All Japan,Saury,1977,56.6
All Japan,Sea bream,1977,11.0
All Japan,Yellowtail,1977,9.0
All Japan,Cuttlefish,1977,24.4
All Japan,Octopus,1977,6.2
All Japan,Prawns,1977,8.5
All Japan,Short-necked clams,1977,23.1
All Japan,Oysters,1977,15.3
All Japan,Salted & dried fish,1977,23.9
All Japan,Salted salmon,1977,22.4
All Japan,Salted cod roe,1977,47.6
All Japan,"""Shirasu-boshi"", dried young sardines",1977,14.7
All Japan,"""Niboshi"", dried small sardines",1977,6.8
All Japan,Fish-paste products,1977,15.0
All Japan,"""Agekamaboko"", fried fish-paste patties",1977,20.9
All Japan,"""Chikuwa"", baked fish-paste bars",1977,18.4
All Japan,"""Kamaboko"", steamed fish-paste cakes",1977,11.3
All Japan,Other processed fish & seafood,1977,13.9
All Japan,Dried bonito fillets,1977,9.2
All Japan,Fish & seafood,1976,11.2
All Japan,Fresh fish & seafood,1976,16.1
All Japan,Tuna fish,1976,7.4
All Japan,Horse mackerel,1976,20.2
All Japan,Sardines,1976,-0.8
All Japan,Bonito,1976,4.7
All Japan,Salmon,1976,6.9
All Japan,Mackerel,1976,24.9
All Japan,Saury,1976,34.9
All Japan,Sea bream,1976,8.0
All Japan,Yellowtail,1976,4.8
All Japan,Cuttlefish,1976,13.2
All Japan,Octopus,1976,18.6
All Japan,Prawns,1976,34.2
All Japan,Short-necked clams,1976,23.1
All Japan,Oysters,1976,7.9
All Japan,Salted & dried fish,1976,5.4
All Japan,Salted salmon,1976,7.0
All Japan,Salted cod roe,1976,6.2
All Japan,"""Shirasu-boshi"", dried young sardines",1976,-10.9
All Japan,"""Niboshi"", dried small sardines",1976,11.4
All Japan,Fish-paste products,1976,2.8
All Japan,"""Agekamaboko"", fried fish-paste patties",1976,5.4
All Japan,"""Chikuwa"", baked fish-paste bars",1976,2.7
All Japan,"""Kamaboko"", steamed fish-paste cakes",1976,1.0
All Japan,Other processed fish & seafood,1976,2.4
All Japan,Dried bonito fillets,1976,6.4
All Japan,Fish & seafood,1975,12.7
All Japan,Fresh fish & seafood,1975,13.8
All Japan,Tuna fish,1975,19.8
All Japan,Horse mackerel,1975,4.5
All Japan,Sardines,1975,-7.0
All Japan,Bonito,1975,17.1
All Japan,Salmon,1975,13.6
All Japan,Mackerel,1975,4.9
All Japan,Saury,1975,36.9
All Japan,Sea bream,1975,19.4
All Japan,Yellowtail,1975,23.7
All Japan,Cuttlefish,1975,9.0
All Japan,Octopus,1975,20.3
All Japan,Prawns,1975,
All Japan,Short-necked clams,1975,24.4
All Japan,Oysters,1975,20.4
All Japan,Salted & dried fish,1975,12.5
All Japan,Salted salmon,1975,10.0
All Japan,Salted cod roe,1975,1.0
All Japan,"""Shirasu-boshi"", dried young sardines",1975,57.9
All Japan,"""Niboshi"", dried small sardines",1975,18.6
All Japan,Fish-paste products,1975,9.9
All Japan,"""Agekamaboko"", fried fish-paste patties",1975,13.5
All Japan,"""Chikuwa"", baked fish-paste bars",1975,6.3
All Japan,"""Kamaboko"", steamed fish-paste cakes",1975,8.0
All Japan,Other processed fish & seafood,1975,8.5
All Japan,Dried bonito fillets,1975,4.5
All Japan,Fish & seafood,1974,31.4
All Japan,Fresh fish & seafood,1974,30.8
All Japan,Tuna fish,1974,21.6
All Japan,Horse mackerel,1974,35.3
All Japan,Sardines,1974,11.5
